productName,HS92_code,countryTrade,worldTrade,valueRCA,sector,countryTrade_M,worldTrade_M,worldTrade_B,code,year,valuePCI
"Eggs, in shell",0407 HS92,$130k,$4.04B,0.0022,Agriculture,0.13,4040,4.04,0407,2019,-0.5228392
Honey,0409 HS92,$4.78M,$1.92B,0.173,Agriculture,4.78,1920,1.92,0409,2019,-1.1111465
"Animal guts, except fish",0504 HS92,$9.35M,$4.99B,0.13,Agriculture,9.35,4990,4.99,0504,2019,-1.1100453
Animal products n.e.c.,0511 HS92,$18.3M,$2.93B,0.446,Agriculture,18.3,2930,2.93,0511,2019,-0.9425561
Flower bulbs,0601 HS92,$1.22M,$1.74B,0.041,Agriculture,1.22,1740,1.74,0601,2019,-0.40386766
Other live plants,0602 HS92,$8.63M,$9.25B,0.0661,Agriculture,8.63,9250,9.25,0602,2019,-0.9203373
Cut flowers,0603 HS92,$239k,$8.48B,0.002,Agriculture,0.239,8480,8.48,0603,2019,-1.5067936
Other parts of plants,0604 HS92,$277k,$1.32B,0.0146,Agriculture,0.277,1320,1.32,0604,2019,-1.0689541
Potatoes,0701 HS92,$4.41M,$4.96B,0.0619,Agriculture,4.41,4960,4.96,0701,2019,-0.580236
Tomatoes,0702 HS92,$183k,$8.85B,0.0014,Agriculture,0.183,8850,8.85,0702,2019,-1.3650007
"Onions, shallots, garlic",0703 HS92,$526k,$6.99B,0.0053,Agriculture,0.526,6990,6.99,0703,2019,-1.9613239
"Cabbages, cauliflowers, broccoli",0704 HS92,$33.3k,$3.47B,0.0007,Agriculture,0.0333,3470,3.47,0704,2019,-1.1316309
Lettuce,0705 HS92,$1.05M,$2.92B,0.0252,Agriculture,1.05,2920,2.92,0705,2019,-0.61949736
Carrots & turnips,0706 HS92,$381k,$1.98B,0.0134,Agriculture,0.381,1980,1.98,0706,2019,-0.6849246
Cucumbers,0707 HS92,$6.86k,$2.61B,0.0002,Agriculture,0.00686,2610,2.61,0707,2019,-1.1689671
Legumes,0708 HS92,$30.9k,$1.51B,0.0014,Agriculture,0.0309,1510,1.51,0708,2019,-2.0854216
Other vegetables,0709 HS92,$778k,$14.8B,0.0037,Agriculture,0.778,14800,14.8,0709,2019,-1.3068308
Frozen vegetables,0710 HS92,$602k,$6.94B,0.0061,Agriculture,0.602,6940,6.94,0710,2019,-0.7945869
"Vegetables, dried",0712 HS92,$2.16M,$4.03B,0.0373,Agriculture,2.16,4030,4.03,0712,2019,-1.2776457
"Legumes, dried",0713 HS92,$1.47M,$9.22B,0.0112,Agriculture,1.47,9220,9.22,0713,2019,-2.0133688
Tubers,0714 HS92,$154k,$2.01B,0.0054,Agriculture,0.154,2010,2.01,0714,2019,-2.0689042
Cashew nuts & coconuts,0801 HS92,$1.27M,$8.42B,0.011,Agriculture,1.27,8420,8.42,0801,2019,-2.2870839
Other nuts,0802 HS92,$6.13M,$19.4B,0.0227,Agriculture,6.13,19400,19.4,0802,2019,-1.5966462
Bananas and plantains,0803 HS92,$61.1k,$14.3B,0.0003,Agriculture,0.0611,14300,14.3,0803,2019,-1.8823414
"Avocados, pineapples, mangos, etc.",0804 HS92,$1.94M,$15.2B,0.0093,Agriculture,1.94,15200,15.2,0804,2019,-1.8712772
Citrus fruit,0805 HS92,$545k,$14.0B,0.0028,Agriculture,0.545,14000,14,0805,2019,-1.2155086
Grapes,0806 HS92,$758k,$11.1B,0.005,Agriculture,0.758,11100,11.1,0806,2019,-1.1475933
Melons and papayas,0807 HS92,$108k,$3.85B,0.002,Agriculture,0.108,3850,3.85,0807,2019,-1.7646694
Apples & pears,0808 HS92,$2.50M,$9.56B,0.0184,Agriculture,2.5,9560,9.56,0808,2019,-0.79738307
Peaches & cherries,0809 HS92,$530k,$7.63B,0.0054,Agriculture,0.53,7630,7.63,0809,2019,-1.1178294
Other fresh fruit,0810 HS92,$2.13M,$19.3B,0.0079,Agriculture,2.13,19300,19.3,0810,2019,-1.4995865
"Fruits and nuts, frozen",0811 HS92,$1.35M,$5.00B,0.0188,Agriculture,1.35,5000,5,0811,2019,-0.6452001
"Fruits, dried",0813 HS92,$1.34M,$2.27B,0.0417,Agriculture,1.34,2270,2.27,0813,2019,-1.0124536
Coffee,0901 HS92,$2.52B,$29.2B,6.02,Agriculture,2520,29200,29.2,0901,2019,-1.6686987
Tea,0902 HS92,$26.9M,$7.61B,0.255,Agriculture,26.9,7610,7.61,0902,2019,-2.0831873
Pepper,0904 HS92,$2.58M,$3.67B,0.0489,Agriculture,2.58,3670,3.67,0904,2019,-2.1282551
Spices,0910 HS92,$4.06M,$2.81B,0.103,Agriculture,4.06,2810,2.81,0910,2019,-1.7515732
Wheat and meslin,1001 HS92,$5.80M,$42.4B,0.0095,Agriculture,5.8,42400,42.4,1001,2019,-0.3273358
Barley,1003 HS92,$283k,$6.61B,0.003,Agriculture,0.283,6610,6.61,1003,2019,-0.3132478
Corn,1005 HS92,$11.8M,$35.9B,0.0229,Agriculture,11.8,35900,35.9,1005,2019,-0.9317931
Rice,1006 HS92,$5.53M,$23.8B,0.0164,Agriculture,5.53,23800,23.8,1006,2019,-1.8353674
Wheat or meslin flour,1101 HS92,$7.66M,$4.84B,0.112,Agriculture,7.66,4840,4.84,1101,2019,-1.5145086
Cereal meals,1103 HS92,$1.97M,$1.12B,0.125,Agriculture,1.97,1120,1.12,1103,2019,-0.92399263
Worked cereal grains,1104 HS92,$11.1M,$1.78B,0.435,Agriculture,11.1,1780,1.78,1104,2019,-0.7483112
Malt,1107 HS92,$546k,$3.73B,0.0102,Agriculture,0.546,3730,3.73,1107,2019,0.02060409
Starches,1108 HS92,$486k,$4.63B,0.0073,Agriculture,0.486,4630,4.63,1108,2019,-0.51667166
Soya beans,1201 HS92,$347k,$56.1B,0.0004,Agriculture,0.347,56100,56.1,1201,2019,-1.3969786
Peanuts,1202 HS92,$113k,$3.13B,0.0025,Agriculture,0.113,3130,3.13,1202,2019,-2.383416
Rape or colza seeds,1205 HS92,$35.7k,$8.91B,0.0003,Agriculture,0.0357,8910,8.91,1205,2019,0.033806745
Sunflower seeds,1206 HS92,$65.0k,$4.36B,0.001,Agriculture,0.065,4360,4.36,1206,2019,-0.22826083
Other oil seeds,1207 HS92,$1.46M,$5.42B,0.0199,Agriculture,1.46,5420,5.42,1207,2019,-2.4318912
Flours of oil seeds,1208 HS92,$835k,$1.26B,0.0463,Agriculture,0.835,1260,1.26,1208,2019,-1.098286
Seeds used for sowing,1209 HS92,$11.7M,$7.76B,0.106,Agriculture,11.7,7760,7.76,1209,2019,-0.95745486
"Plants used in perfumery, pharmacy or insecticide",1211 HS92,$11.7M,$3.22B,0.266,Agriculture,11.7,3220,3.22,1211,2019,-1.898517
Seaweeds & edible vegetable products,1212 HS92,$719k,$1.10B,0.0457,Agriculture,0.719,1100,1.1,1212,2019,-1.8240595
Forage products,1214 HS92,$82.5k,$2.98B,0.0019,Agriculture,0.0825,2980,2.98,1214,2019,-0.84982246
Vegetable saps and extracts,1302 HS92,$123M,$7.03B,1.24,Agriculture,123,7030,7.03,1302,2019,-1.1518004
"Bovine, sheep and goat fats",1502 HS92,$53.0k,$1.19B,0.0031,Agriculture,0.053,1190,1.19,1502,2019,-0.29162553
Fish oils,1504 HS92,$14.1M,$2.12B,0.487,Agriculture,14.1,2120,2.12,1504,2019,-1.321664
Soybean oil,1507 HS92,$157M,$8.35B,1.32,Agriculture,157,8350,8.35,1507,2019,-0.78793514
Olive oil,1509 HS92,$217k,$6.98B,0.0022,Agriculture,0.217,6980,6.98,1509,2019,-0.8481354
Palm oil,1511 HS92,$835k,$28.6B,0.002,Agriculture,0.835,28600,28.6,1511,2019,-2.1155348
Sunflower seed oil,1512 HS92,$1.13M,$11.0B,0.0071,Agriculture,1.13,11000,11,1512,2019,-0.9255658
Coconut & palm kernel oil,1513 HS92,$2.04M,$4.65B,0.0305,Agriculture,2.04,4650,4.65,1513,2019,-1.5634946
"Rapeseed, colza or mustard oil,",1514 HS92,$808k,$6.57B,0.0086,Agriculture,0.808,6570,6.57,1514,2019,0.5438265
Other vegetable fats and oils,1515 HS92,$3.07M,$4.30B,0.0501,Agriculture,3.07,4300,4.3,1515,2019,-1.1408695
"Vegetable fats, hydrogenated",1516 HS92,$4.26M,$3.40B,0.0871,Agriculture,4.26,3400,3.4,1516,2019,-1.3783911
Margarine,1517 HS92,$42.9M,$5.42B,0.551,Agriculture,42.9,5420,5.42,1517,2019,-0.9814731
"Animal or vegetable fats and oils, processed",1518 HS92,$8.48M,$3.62B,0.165,Agriculture,8.48,3620,3.62,1518,2019,0.09760583
Stearic acid,1519 HS92,$1.13M,$8.19B,0.0096,Agriculture,1.13,8190,8.19,1519,2019,-0.56039333
Glycerol,1520 HS92,$1.12M,$1.74B,0.0449,Agriculture,1.12,1740,1.74,1520,2019,-0.091015294
Sausages,1601 HS92,$3.86M,$5.10B,0.0527,Agriculture,3.86,5100,5.1,1601,2019,0.13982405
Other prepared or preserved meat,1602 HS92,$8.18M,$16.5B,0.0346,Agriculture,8.18,16500,16.5,1602,2019,-0.07061312
Prepared or preserved fish,1604 HS92,$1.40M,$17.5B,0.0057,Agriculture,1.4,17500,17.5,1604,2019,-1.5914426
Prepared aquatic invertibrates,1605 HS92,$482k,$16.7B,0.0021,Agriculture,0.482,16700,16.7,1605,2019,-1.9793811
Sugarcane & sucrose,1701 HS92,$6.57M,$21.2B,0.0218,Agriculture,6.57,21200,21.2,1701,2019,-1.8430402
Other sugars,1702 HS92,$16.0M,$6.39B,0.175,Agriculture,16,6390,6.39,1702,2019,0.11797511
Confectionery sugar,1704 HS92,$175M,$11.4B,1.08,Agriculture,175,11400,11.4,1704,2019,-0.4584174
Cocoa beans,1801 HS92,$1.89M,$8.60B,0.0154,Agriculture,1.89,8600,8.6,1801,2019,-2.4487417
Cocoa paste,1803 HS92,$71.0M,$3.20B,1.54,Agriculture,71,3200,3.2,1803,2019,-0.72562754
Cocoa butter,1804 HS92,$11.0M,$5.59B,0.136,Agriculture,11,5590,5.59,1804,2019,-1.2790334
Cocoa powder,1805 HS92,$2.32M,$2.29B,0.0703,Agriculture,2.32,2290,2.29,1805,2019,-0.7202964
Chocolates,1806 HS92,$984M,$28.6B,2.4,Agriculture,984,28600,28.6,1806,2019,0.31829947
Malt extract,1901 HS92,$541M,$23.0B,1.64,Agriculture,541,23000,23,1901,2019,-0.000368722
Pasta,1902 HS92,$76.8M,$10.1B,0.537,Agriculture,76.8,10100,10.1,1902,2019,-1.1612957
Cereal foods,1904 HS92,$66.5M,$6.47B,0.72,Agriculture,66.5,6470,6.47,1904,2019,-0.5609445
Bakery products,1905 HS92,$139M,$36.2B,0.271,Agriculture,139,36200,36.2,1905,2019,-0.29538476
Pickled fruits and vegetables,2001 HS92,$158k,$2.13B,0.0052,Agriculture,0.158,2130,2.13,2001,2019,-0.92918307
"Tomatoes, prepared or preserved",2002 HS92,$5.28M,$4.34B,0.0843,Agriculture,5.28,4340,4.34,2002,2019,-1.2687654
"Mushrooms, prepared or preserved",2003 HS92,$297k,$1.32B,0.0157,Agriculture,0.297,1320,1.32,2003,2019,0.23751076
"Other vegetables, frozen",2004 HS92,$801k,$9.13B,0.0061,Agriculture,0.801,9130,9.13,2004,2019,0.033801854
"Other vegetables, prepared or preserved",2005 HS92,$14.8M,$10.9B,0.0949,Agriculture,14.8,10900,10.9,2005,2019,-0.89843804
"Jams, jellies and marmalades",2007 HS92,$25.5M,$3.20B,0.564,Agriculture,25.5,3200,3.2,2007,2019,-0.56381506
"Fruits and nuts, otherwise prepared",2008 HS92,$15.0M,$16.9B,0.063,Agriculture,15,16900,16.9,2008,2019,-1.0944798
Fruit juices,2009 HS92,$30.4M,$14.3B,0.149,Agriculture,30.4,14300,14.3,2009,2019,-0.9998242
Coffee extracts,2101 HS92,$195M,$8.20B,1.66,Agriculture,195,8200,8.2,2101,2019,-0.5935277
Yeasts,2102 HS92,$16.7M,$2.42B,0.484,Agriculture,16.7,2420,2.42,2102,2019,-0.5485144
Sauces and seasonings,2103 HS92,$125M,$13.1B,0.676,Agriculture,125,13100,13.1,2103,2019,-0.56530446
Soups and broths,2104 HS92,$62.3M,$3.26B,1.34,Agriculture,62.3,3260,3.26,2104,2019,-0.53355193
Ice cream,2105 HS92,$32.7M,$4.17B,0.547,Agriculture,32.7,4170,4.17,2105,2019,-0.33432868
Food preparations n.e.c.,2106 HS92,$719M,$45.1B,1.13,Agriculture,719,45100,45.1,2106,2019,-0.06507682
Waters,2201 HS92,$5.12M,$4.11B,0.0919,Agriculture,5.12,4110,4.11,2201,2019,-0.4308271
"Waters, flavored or sweetened",2202 HS92,$1.68B,$21.1B,5.63,Agriculture,1680,21100,21.1,2202,2019,-0.36730596
Beer,2203 HS92,$2.56M,$16.0B,0.0112,Agriculture,2.56,16000,16,2203,2019,-0.35191825
Wine,2204 HS92,$84.1M,$34.9B,0.168,Agriculture,84.1,34900,34.9,2204,2019,-0.63508326
Ethyl alcohol > 80%,2207 HS92,$2.37M,$8.91B,0.0185,Agriculture,2.37,8910,8.91,2207,2019,-1.2081443
Spirits < 80% alcohol,2208 HS92,$26.1M,$33.8B,0.0551,Agriculture,26.1,33800,33.8,2208,2019,-0.46715552
"Flours of fish, for animal feed",2301 HS92,$379k,$6.77B,0.004,Agriculture,0.379,6770,6.77,2301,2019,-1.5187395
Cereal residues,2302 HS92,$1.40M,$2.04B,0.0487,Agriculture,1.4,2040,2.04,2302,2019,-1.975814
Starch residues,2303 HS92,$1.53M,$5.16B,0.0206,Agriculture,1.53,5160,5.16,2303,2019,0.086387925
Solid soybean residues,2304 HS92,$639k,$24.1B,0.0018,Agriculture,0.639,24100,24.1,2304,2019,-0.91077393
Solid vegetable oil and fat residues,2306 HS92,$11.8M,$7.05B,0.117,Agriculture,11.8,7050,7.05,2306,2019,-0.88983864
Animal feed,2309 HS92,$308M,$30.3B,0.713,Agriculture,308,30300,30.3,2309,2019,-0.31943914
Unmanufactured tobacco,2401 HS92,$18.6M,$10.0B,0.129,Agriculture,18.6,10000,10,2401,2019,-1.8759139
Cigars and cigarettes,2402 HS92,$741M,$27.0B,1.98,Agriculture,741,27000,27,2402,2019,-0.8215413
Other manufactured tobacco,2403 HS92,$80.3M,$8.62B,0.649,Agriculture,80.3,8620,8.62,2403,2019,-0.7378196
Salt,2501 HS92,$3.71M,$3.39B,0.0767,Minerals,3.71,3390,3.39,2501,2019,-1.0685008
"Sulphur, crude",2503 HS92,$1.11M,$3.37B,0.0231,Minerals,1.11,3370,3.37,2503,2019,-1.0674391
Natural sands,2505 HS92,$1.75M,$1.91B,0.065,Minerals,1.75,1910,1.91,2505,2019,-1.0654064
Kaolin,2507 HS92,$348k,$1.72B,0.0145,Minerals,0.348,1720,1.72,2507,2019,-0.2656489
Clays,2508 HS92,$1.62M,$2.16B,0.0525,Minerals,1.62,2160,2.16,2508,2019,-0.7849926
Natural calcium phosphates,2510 HS92,$497k,$2.84B,0.0123,Minerals,0.497,2840,2.84,2510,2019,-1.2476635
Marble,2515 HS92,$881k,$2.30B,0.0268,Minerals,0.881,2300,2.3,2515,2019,-1.543327
Granite,2516 HS92,$7.91M,$1.85B,0.297,Minerals,7.91,1850,1.85,2516,2019,-1.5861164
Gravel,2517 HS92,$5.71M,$3.50B,0.117,Minerals,5.71,3500,3.5,2517,2019,-0.40344074
Natural magnesia,2519 HS92,$389k,$2.04B,0.0133,Minerals,0.389,2040,2.04,2519,2019,-0.38788226
Gypsum,2520 HS92,$309k,$1.34B,0.0162,Minerals,0.309,1340,1.34,2520,2019,-1.2222767
Cements,2523 HS92,$12.9M,$12.5B,0.0733,Minerals,12.9,12500,12.5,2523,2019,-1.2673255
Feldspar,2529 HS92,$43.7k,$1.53B,0.002,Minerals,0.0437,1530,1.53,2529,2019,-1.2860229
Mineral substances n.e.c.,2530 HS92,$24.1M,$2.46B,0.683,Minerals,24.1,2460,2.46,2530,2019,-1.4181277
Iron ores and concentrates,2601 HS92,$2.42M,$127B,0.0013,Minerals,2.42,127000,127,2601,2019,-1.7075318
Manganese > 47% by weight,2602 HS92,$563k,$7.78B,0.005,Minerals,0.563,7780,7.78,2602,2019,-2.4779506
Copper ore,2603 HS92,$2.98M,$58.5B,0.0036,Minerals,2.98,58500,58.5,2603,2019,-1.9298389
Aluminum ore,2606 HS92,$39.1k,$6.33B,0.0005,Minerals,0.0391,6330,6.33,2606,2019,-2.4183776
Chromium ore,2610 HS92,$14.9k,$2.91B,0.0003,Minerals,0.0149,2910,2.91,2610,2019,-2.2169018
Molybdenum ore,2613 HS92,$2.72M,$4.51B,0.0419,Minerals,2.72,4510,4.51,2613,2019,-0.34538618
Zirconium ore,2615 HS92,$136k,$1.73B,0.0058,Minerals,0.136,1730,1.73,2615,2019,-2.423001
Precious metal ores,2616 HS92,$16.4M,$8.45B,0.136,Minerals,16.4,8450,8.45,2616,2019,-1.5175301
"Slag, ash and residues containing metals",2620 HS92,$244M,$9.31B,1.87,Minerals,244,9310,9.31,2620,2019,-0.39777467
Coal,2701 HS92,$130M,$119B,0.0759,Minerals,130,119000,119,2701,2019,-1.3465564
Peat,2703 HS92,$108k,$1.95B,0.0038,Minerals,0.108,1950,1.95,2703,2019,-0.13109691
Coke,2704 HS92,$7.21M,$8.01B,0.0625,Minerals,7.21,8010,8.01,2704,2019,-0.26780024
Oils etc. from high temperature coal tar,2707 HS92,$40.1M,$25.9B,0.111,Minerals,40.1,25900,25.9,2707,2019,0.32401627
Pitch and pitch coke,2708 HS92,$376k,$1.67B,0.0159,Minerals,0.376,1670,1.67,2708,2019,0.26956892
"Petroleum oils, crude",2709 HS92,$49.8M,$939B,0.0041,Minerals,49.8,939000,939,2709,2019,-2.662379
"Petroleum oils, refined",2710 HS92,$637M,$640B,0.0708,Minerals,637,640000,640,2710,2019,-0.6227947
Petroleum gases,2711 HS92,$754M,$287B,0.185,Minerals,754,287000,287,2711,2019,-1.9536529
Petroleum jelly,2712 HS92,$1.64M,$3.16B,0.0372,Minerals,1.64,3160,3.16,2712,2019,0.085298665
Petroleum coke,2713 HS92,$11.6M,$21.7B,0.0384,Minerals,11.6,21700,21.7,2713,2019,-0.48499343
"Bitumen and asphalt, natural",2714 HS92,$18.8M,$942M,1.45,Minerals,18.8,942,0.942,2714,2019,-0.53180254
Bituminous mixtures,2715 HS92,$3.76M,$1.63B,0.161,Minerals,3.76,1630,1.63,2715,2019,-0.55226064
Electrical energy,2716 HS92,$1.21B,$35.6B,2.37,Minerals,1210,35600,35.6,2716,2019,-0.5541171
Carbon,2803 HS92,$2.24M,$4.84B,0.0325,Chemicals,2.24,4840,4.84,2803,2019,0.48486167
Silicon & rare gases,2804 HS92,$25.6M,$9.58B,0.193,Chemicals,25.6,9580,9.58,2804,2019,0.31150055
"Sulfiric acid, oleum",2807 HS92,$3.55M,$1.53B,0.166,Chemicals,3.55,1530,1.53,2807,2019,0.17209989
Phosphoric acid etc.,2809 HS92,$14.9M,$4.03B,0.258,Chemicals,14.9,4030,4.03,2809,2019,-0.49183285
Other inorganic acids,2811 HS92,$7.69M,$5.09B,0.111,Chemicals,7.69,5090,5.09,2811,2019,0.21890489999999999
Ammonia,2814 HS92,$4.26M,$6.27B,0.0473,Chemicals,4.26,6270,6.27,2814,2019,-0.9048662
Sodium hydroxide,2815 HS92,$6.85M,$5.90B,0.0851,Chemicals,6.85,5900,5.9,2815,2019,0.36344546
Aluminum oxide,2818 HS92,$8.96M,$16.0B,0.0389,Chemicals,8.96,16000,16,2818,2019,-1.0637795
Iron oxides and hydroxides,2821 HS92,$1.75M,$959M,0.129,Chemicals,1.75,959,0.959,2821,2019,-0.450322
Cobalt oxides and hydroxides,2822 HS92,$33.1k,$1.64B,0.0014,Chemicals,0.0331,1640,1.64,2822,2019,-0.84660107
"Metal base oxides, n.e.c.",2825 HS92,$4.92M,$5.58B,0.0624,Chemicals,4.92,5580,5.58,2825,2019,-0.31414765
Flourides,2826 HS92,$2.13M,$1.45B,0.103,Chemicals,2.13,1450,1.45,2826,2019,0.51302505
"Chlorides, bromides, iodides etc.",2827 HS92,$6.00M,$2.82B,0.151,Chemicals,6,2820,2.82,2827,2019,-0.072000906
Sulfates,2833 HS92,$4.54M,$4.21B,0.082,Chemicals,4.54,4210,4.21,2833,2019,-0.313715
"Nitrites, nitrates",2834 HS92,$1.15M,$1.20B,0.0668,Chemicals,1.15,1200,1.2,2834,2019,0.109610975
Phosphates,2835 HS92,$15.4M,$3.54B,0.302,Chemicals,15.4,3540,3.54,2835,2019,0.101436205
Carbonates,2836 HS92,$3.31M,$8.06B,0.0288,Chemicals,3.31,8060,8.06,2836,2019,-0.4673187
Salts of oxometallic acids,2841 HS92,$966k,$4.42B,0.0152,Chemicals,0.966,4420,4.42,2841,2019,0.20450719
Compounds of precious metals,2843 HS92,$340M,$7.10B,3.43,Chemicals,340,7100,7.1,2843,2019,1.0227416
Uranium,2844 HS92,$12.7M,$10.1B,0.0875,Chemicals,12.7,10100,10.1,2844,2019,-0.55673987
Carbides,2849 HS92,$3.35M,$1.93B,0.123,Chemicals,3.35,1930,1.93,2849,2019,0.1766152
Acyclic hydrocarbons,2901 HS92,$5.51M,$23.7B,0.0168,Chemicals,5.51,23700,23.7,2901,2019,0.6235282
Cyclic hydrocarbons,2902 HS92,$26.5M,$43.7B,0.0439,Chemicals,26.5,43700,43.7,2902,2019,0.8819100000000001
Halogenated derivatives of hydrocarbons,2903 HS92,$11.1M,$11.0B,0.072,Chemicals,11.1,11000,11,2903,2019,1.1759728
"Sulfonated, nitrated derivatives of hydrocarbons",2904 HS92,$18.7M,$1.88B,0.699,Chemicals,18.7,1880,1.88,2904,2019,-0.8521297
Acyclic alcohols,2905 HS92,$76.2M,$29.6B,0.191,Chemicals,76.2,29600,29.6,2905,2019,-0.3486649
Cyclic alcohols,2906 HS92,$44.9M,$2.34B,1.34,Chemicals,44.9,2340,2.34,2906,2019,1.0969547
"Phenols, phenol-alcohols",2907 HS92,$117M,$5.90B,1.49,Chemicals,117,5900,5.9,2907,2019,1.6675061000000002
Ethers,2909 HS92,$21.5M,$12.9B,0.119,Chemicals,21.5,12900,12.9,2909,2019,0.21845172
Epoxides,2910 HS92,$16.0M,$3.51B,0.319,Chemicals,16,3510,3.51,2910,2019,1.9361322
Aldehydes,2912 HS92,$75.8M,$2.37B,2.27,Chemicals,75.8,2370,2.37,2912,2019,0.9757196
Ketones and quinones,2914 HS92,$171M,$5.83B,2.12,Chemicals,171,5830,5.83,2914,2019,1.112299
Saturated acyclic monocarboxylic acids,2915 HS92,$127M,$12.9B,0.717,Chemicals,127,12900,12.9,2915,2019,1.2868283
Unsaturated acyclic monocarboxylic acids,2916 HS92,$36.5M,$9.88B,0.265,Chemicals,36.5,9880,9.88,2916,2019,1.2476802
Polycarboxylic acids,2917 HS92,$17.6M,$14.5B,0.0938,Chemicals,17.6,14500,14.5,2917,2019,0.75721806
Carboxylic acids with additional oxygen function,2918 HS92,$258M,$7.88B,2.32,Chemicals,258,7880,7.88,2918,2019,0.45538545
Esters of other inorganic acids of nonmetals,2920 HS92,$32.8M,$1.60B,1.52,Chemicals,32.8,1600,1.6,2920,2019,2.1841564
Amine-function compounds,2921 HS92,$180M,$9.27B,1.36,Chemicals,180,9270,9.27,2921,2019,1.245531
Oxygen-function amino-compounds,2922 HS92,$465M,$16.7B,1.96,Chemicals,465,16700,16.7,2922,2019,0.6595561
Quaternary ammonium salts and hydroxides,2923 HS92,$13.4M,$2.29B,0.407,Chemicals,13.4,2290,2.29,2923,2019,0.43902043
Carboxyamide-function compounds,2924 HS92,$1.13B,$7.68B,10.2,Chemicals,1130,7680,7.68,2924,2019,0.5729833000000001
Carboxyimide-function compounds,2925 HS92,$31.0M,$1.53B,1.41,Chemicals,31,1530,1.53,2925,2019,1.5708761999999998
Nitrile-function compounds,2926 HS92,$83.5M,$5.89B,1.05,Chemicals,83.5,5890,5.89,2926,2019,1.0532701999999998
Isocyanates,2929 HS92,$45.8M,$5.26B,0.613,Chemicals,45.8,5260,5.26,2929,2019,1.2361113000000001
Organo-sulfur compounds,2930 HS92,$130M,$6.86B,1.32,Chemicals,130,6860,6.86,2930,2019,1.2691447
Other organo-inorganic compounds,2931 HS92,$66.0M,$6.71B,0.688,Chemicals,66,6710,6.71,2931,2019,1.6410391
Heterocyclic compounds with oxygen hetero-atom(s) only,2932 HS92,$317M,$8.65B,2.58,Chemicals,317,8650,8.65,2932,2019,1.0073401
Heterocyclic compounds with nitrogen hetero-atom(s) only,2933 HS92,$10.5B,$79.1B,9.23,Chemicals,10500,79100,79.1,2933,2019,0.90991634
Nucleic acids and their salts,2934 HS92,$1.66B,$19.0B,6.1,Chemicals,1660,19000,19,2934,2019,1.3096531999999999
Sulfonamides,2935 HS92,$532M,$10.4B,3.57,Chemicals,532,10400,10.4,2935,2019,1.2694802
Vitamins,2936 HS92,$701M,$8.04B,6.09,Chemicals,701,8040,8.04,2936,2019,0.64990073
Hormones,2937 HS92,$2.12B,$18.4B,8.03,Chemicals,2120,18400,18.4,2937,2019,0.9967969000000001
Vegetable alkaloids,2939 HS92,$127M,$1.85B,4.83,Chemicals,127,1850,1.85,2939,2019,0.5951672
Antibiotics,2941 HS92,$1.60B,$11.9B,9.48,Chemicals,1600,11900,11.9,2941,2019,0.9994164000000001
Heparin for therapeutic use,3001 HS92,$18.0M,$4.42B,0.282,Chemicals,18,4420,4.42,3001,2019,0.69954735
Serums and vaccines,3002 HS92,$26.7B,$192B,9.66,Chemicals,26700,192000,192,3002,2019,1.4917232
"Medicaments, not packaged",3003 HS92,$507M,$11.2B,3.17,Chemicals,507,11200,11.2,3003,2019,0.6884106
